Código da Anilha,Número da Anilha,Espécies,Código da Idade,Código do Sexo,Data,Diâmetro do Tarso,Observações,location,bandSize
H,143407,Turdus albicollis,J,M,03/10/2020,,,LIA,H
H,143408,Turdus rufiventris,A,M,03/10/2020,,,LIA,H
H,143409,Turdus albicollis,J,F,03/10/2020,,,LIA,H
H,143410,Turdus albicollis,A,M,04/10/2020,,,LIA,H
H,143411,Turdus albicollis,A,M,05/10/2020,,,LIA,H
H,143412,Columbina talpacoti,J,U,08/10/2020,,,LIA,H
