Código da Anilha,Número da Anilha,Espécies,Código da Idade,Código do Sexo,Data,Diâmetro do Tarso,Observações,location,bandSize
M,35418,Leptotila verreauxi,A,U,19/07/2023,,,BOA,M
M,35420,Leptotila rufaxilla,J,U,07/09/2023,,,BOA,M
