Código da Anilha,Número da Anilha,Espécies,Código da Idade,Código do Sexo,Data,Diâmetro do Tarso,Observações,location,bandSize
H,112435,Turdus albicollis,A,U,23/07/2020,,,POR,H
H,112436,Turdus rufiventris,J,U,23/07/2020,,,POR,H
