Código da Anilha,Número da Anilha,Espécies,Código da Idade,Código do Sexo,Data,Diâmetro do Tarso,Observações,location,bandSize
L,122964,Xiphocolaptes albicollis,J,U,05/09/2023,,,BOA,L
