Campephilus rubricollis
Campephilus robustus
Campephilus melanoleucos
Campephilus leucopogon
PASSERIFORMES 
Thamnophilidae 
Terenura sicki
Terenura maculata
Terenura humeralis
Terenura spodioptila
Myrmornis torquata
Pygiptila stellaris
Microrhopias quixensis
Myrmorchilus strigilatus
Myrmeciza longipes
Myrmeciza ferruginea
Myrmeciza ruficauda
Myrmeciza loricata
Myrmeciza squamosa
Myrmeciza pelzelni
Myrmeciza hemimelaena
Myrmeciza atrothorax
Myrmeciza melanoceps
Myrmeciza goeldii
Myrmeciza hyperythra
Myrmeciza fortis
Myrmeciza disjuncta
Neoctantes niger
Clytoctantes atrogularis
Epinecrophylla gutturalis
Epinecrophylla leucophthalma
Epinecrophylla haematonota
Epinecrophylla ornata
Epinecrophylla erythrura
Myrmochanes hemileucus
Myrmotherula brachyura
Myrmotherula ignota
Myrmotherula ambigua
Myrmotherula sclateri
Myrmotherula surinamensis
Myrmotherula multostriata
Myrmotherula cherriei
Myrmotherula klagesi
Myrmotherula hauxwelli
Myrmotherula guttata
Myrmotherula gularis
Myrmotherula axillaris
Myrmotherula sunensis
Myrmotherula minor
Myrmotherula longipennis
Myrmotherula urosticta
Myrmotherula iheringi
Myrmotherula fluminensis
Myrmotherula unicolor
Myrmotherula snowi
Myrmotherula behni
Myrmotherula menetriesii
Myrmotherula assimilis
Formicivora iheringi
Formicivora erythronotos
Formicivora grisea
Formicivora serrana
Formicivora littoralis
Formicivora melanogaster
Formicivora rufa
Formicivora grantsaui
Stymphalornis acutirostris
Thamnomanes ardesiacus
Thamnomanes saturninus
Thamnomanes caesius
Thamnomanes schistogynus
Dichrozona cincta
Megastictus margaritatus
Dysithamnus stictothorax
Dysithamnus mentalis
Dysithamnus xanthopterus
Dysithamnus plumbeus
Herpsilochmus sellowi
Herpsilochmus pileatus
Herpsilochmus atricapillus
Herpsilochmus sticturus
Herpsilochmus stictocephalus
Herpsilochmus dorsimaculatus
Herpsilochmus roraimae
Herpsilochmus pectoralis
Herpsilochmus longirostris
Herpsilochmus rufimarginatus
Sakesphorus canadensis
Sakesphorus cristatus
Sakesphorus luctuosus
Thamnophilus doliatus
Thamnophilus capistratus
Thamnophilus ruficapillus
Thamnophilus torquatus
Thamnophilus palliatus
Thamnophilus schistaceus
Thamnophilus murinus
Thamnophilus cryptoleucus
Thamnophilus nigrocinereus
Thamnophilus punctatus
Thamnophilus stictocephalus
Thamnophilus sticturus
Thamnophilus pelzelni
Thamnophilus ambiguus
Thamnophilus caerulescens
Thamnophilus aethiops
Thamnophilus melanothorax
Thamnophilus amazonicus
Thamnophilus insignis
Thamnophilus divisorius
Cymbilaimus lineatus
Cymbilaimus sanctaemariae
Taraba major
Hypoedaleus guttatus
Batara cinerea
Mackenziaena leachii
Mackenziaena severa
Frederickena viridis
Frederickena unduligera
Biatas nigropectus
Sclateria naevia
Schistocichla schistacea
Schistocichla leucostigma
Schistocichla humaythae
Schistocichla rufifacies
Schistocichla saturata
Schistocichla caurensis
Hypocnemoides maculicauda
Hypocnemoides melanopogon
Hylophylax naevius
Hylophylax punctulatus
Pyriglena leuconota
Pyriglena atra
Pyriglena leucoptera
Rhopornis ardesiacus
Percnostola rufifrons
Percnostola subcristata
Percnostola minor
Percnostola lophotes
Myrmoborus leucophrys
Myrmoborus lugubris
Myrmoborus myotherinus
Myrmoborus melanurus
Cercomacra cinerascens
Cercomacra brasiliana
Cercomacra tyrannina
Cercomacra laeta
Cercomacra nigrescens
Cercomacra serva
Cercomacra carbonaria
Cercomacra melanaria
Cercomacra manu
Cercomacra ferdinandi
Drymophila ferruginea
Drymophila rubricollis
Drymophila genei
Drymophila ochropyga
Drymophila malura
Drymophila squamata
Drymophila devillei
Hypocnemis cantator
Hypocnemis flavescens
Hypocnemis peruviana
Hypocnemis subflava
Hypocnemis ochrogyna
Hypocnemis striata
Hypocnemis hypoxantha
Pithys albifrons
