"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"1","LIA1","2020-10-03","10","072","PVM","U","U","9999","BASCUL","Basileuterus culicivorus","Escapou na mesa","NA","NA","NA","NA","NA","NA","NA","NA","UCU","U","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","LIA1","2020-10-03","2","082","PVM","U","U","9999","THAGLA","Thalurania glaucopis","","0","0","0","0","U","1","NA","N","MFCF","B","M","P","0","N","63","4.9","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","LIA1","2020-10-03","4","085","PVM","U","U","9999","THAGLA","Thalurania glaucopis","","0","0","1","0","U","1","NA","N","MFCF","B","M","P","0","N","59","NA","40","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4","LIA1","2020-10-03","10","092","PVM","U","U","9999","RAMNAE","Ramphodon naevius","","0","0","0","0","0","0","NA","N","MFCF","B","U","U","0","N","65","7.6","0","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5","LIA7","2020-10-04","3","063","PVM","U","U","9999","RAMNAE","Ramphodon naevius","","1","0","0","0","0","1","NA","N","MFCF","B","U","U","0","N","78","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","LIA7","2020-10-04","5","063","PVM","U","U","9999","THAGLA","Thalurania glaucopis","","4","0","0","0","0","1","NA","N","MFCF","B","F","P","0","N","56","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7","LIA7","2020-10-04","1","072","PVM","U","U","9999","FLOFUS","Florisuga fusca","","0","0","0","0","U","0","NA","N","FCU","B","U","U","0","N","NA","NA","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","LIA5","2020-10-05","9","071","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","2","0","0","1","NA","N","DPB","B","M","P","0","N","77","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","LIA5","2020-10-05","6","074","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","2","0","1","1","NA","N","FPF","B","U","U","0","N","64","NA","10","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","LIA5","2020-10-05","9","074","PVM","U","U","9999","THAGLA","Thalurania glaucopis","","0","0","0","0","1","1","NA","N","FCF","B","M","P","0","N","61","4.9","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11","LIA5","2020-10-05","9","074","PVM","U","U","9999","MIORUF","Mionectes rufiventris","individuo estressado, liberado para evitar complicações, voou bem","NA","NA","NA","NA","NA","NA","NA","NA","UCU","U","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","LIA5","2020-10-05","1","081","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","0","0","1","2","NA","N","MFCF","B","M","P","0","N","73","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13","LIA5","2020-10-05","2","081","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","2","0","1","2","NA","N","MFPF","B","F","P","0","N","65","NA","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","LIA5","2020-10-05","3","081","PVM","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","0","0","1","0","NA","N","FCU","B","U","U","0","X","62","NA","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","LIA5","2020-10-05","3","081","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","2","0","0","1","NA","N","FCU","B","M","P","0","N","NA","NA","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","LIA5","2020-10-05","4","094","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","0","0","0","1","NA","N","FCU","B","M","P","0","N","NA","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","LIA5","2020-10-05","1","101","PVM","U","U","9999","FLOFUS","Florisuga fusca","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","LIA5","2020-10-05","2","103","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","2","0","1","1","NA","N","MFCF","B","M","P","0","N","72","NA","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","LIA2","2020-10-07","3","070","PVM","U","U","9999","RAMNAE","Ramphodon naevius","","0","0","0","0","0","1","NA","N","MFCF","B","U","U","0","N","72","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","LIA2","2020-10-07","3","070","PVM","U","U","9999","RAMNAE","Ramphodon naevius","escapou","0","0","0","0","NA","NA","NA","NA","MFCF","B","U","U","0","N","NA","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","LIA2","2020-10-07","3","083","PVM","U","U","9999","DRYOCH","Drymophila ochropyga","individuo com a perna quebrada, escapou durante os primeiros socorros","NA","NA","NA","NA","NA","NA","NA","NA","MFCF","P","U","U","NA","M","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","LIA2","2020-10-07","5","091","PVM","U","U","9999","PHASQU","Phaethornis squalidus","","0","0","0","0","0","1","NA","N","MFCF","B","U","U","1","N","44","3.3","0","","48","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","LIA2","2020-10-07","9","091","PVM","U","U","9999","RAMNAE","Ramphodon naevius","","0","0","0","0","0","1","NA","N","MFCF","B","U","U","0","N","70","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","LIA2","2020-10-07","5","101","PVM","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","0","0","0","1","NA","N","MFCF","B","U","U","0","N","59","NA","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","LIA8","2020-10-08","1","063","PVM","U","U","9999","EUPMAC","Eupetomena macroura","","0","0","0","0","0","0","NA","N","MFCF","B","U","U","1","N","NA","NA","0","","","","SD4C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","LIA5","2020-10-05","1","101","PVM","U","U","9999","FLOFUS","Florisuga fusca","bochecha avermelhada","0","0","0","0","0","1","NA","N","MFCF","B","U","U","0","N","NA","NA","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","LIA5","2020-10-05","2","081","PVM","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","1","0","1","2","NA","N","FCU","B","M","P","0","N","74","NA","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","LIA3","2020-10-09","4","075","PVM","U","U","9999","PLAMYS","Platyrinchus mystaceus","liberado na rede","NA","NA","NA","NA","NA","NA","NA","NA","MFCF","P","M","P","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","LIA3","2020-10-09","10","073","PVM","U","U","9999","RAMNAE","Ramphodon naevius","liberado na rede","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","LIA3","2020-10-09","10","073","PVM","U","U","9999","CHICAU","Chiroxiphia caudata","liberado na rede","NA","NA","NA","NA","NA","NA","NA","NA","M4CB","P","M","P","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","LIA6","2020-10-03","2","072","PVM","N","F","88857","HABRUB","Habia rubica","","0","0","0","0","0","1","5","N","MFCF","P","M","P","0","N","95","33.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","LIA1","2020-10-03","4","082","PVM","N","F","88858","AUTLEU","Automolus leucophthalmus","","0","2","0","0","0","1","5","N","MFCF","R","M","R","0","N","90","36.3","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","LIA5","2020-10-05","2","061","PVM","N","F","88859","TRIMEL","Trichothraupis melanops","","0","0","0","0","1","2","5","V","FCF","L","F","P","0","N","79","29.8","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","LIA5","2020-10-05","1","064","PVM","N","F","88860","TACCOR","Tachyphonus coronatus","","2","0","0","0","0","1","5","N","MFCF","P","F","P","1","N","82","34.8","","O","","","PD5C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","LIA5","2020-10-05","5","071","PVM","N","F","88861","TACCOR","Tachyphonus coronatus","","0","0","0","0","0","1","5","N","MFCF","P","F","P","0","N","78","25.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","LIA5","2020-10-05","6","071","PVM","N","F","88862","TRIMEL","Trichothraupis melanops","","0","0","1","1","0","1","5","N","DCB","P","F","P","0","N","80","23.9","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","LIA5","2020-10-05","9","103","PVM","N","F","88863","TACCOR","Tachyphonus coronatus","","0","3","0","0","0","2","5","N","MFCF","P","M","P","0","N","80","25.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","LIA2","2020-10-07","5","074","PVM","N","F","88864","PYRLEU","Pyriglena leucoptera","","3","0","0","0","0","1","5","N","DCB","P","F","P","0","N","79","29.8","","O","","","","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","LIA2","2020-10-07","1","113","PVM","N","F","88866","PHIATR","Philydor atricapillus","","0","0","1","0","0","1","3","N","FCF","O","U","U","0","N","77","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","LIA8","2020-10-08","3","071","PVM","N","F","88867","PASDOM","Passer domesticus","","1","0","0","0","1","2","5","U","MFCF","O","F","P","0","N","72","NA","","","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41","LIA8","2020-10-08","3","071","PVM","N","F","88868","PASDOM","Passer domesticus","","0","3","0","0","0","2","5","N","MFCF","O","M","P","0","N","71","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42","LIA2","2020-10-07","2","081","PVM","N","F","88865","PHIATR","Philydor atricapillus","","0","2","0","0","0","1","5","N","MFCF","P","M","R","0","N","83","23.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43","LIA8","2020-10-08","2","073","PVM","N","F","88869","PASDOM","Passer domesticus","","0","1","0","0","0","2","5","N","MFCF","O","M","P","0","N","74","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","LIA3","2020-10-09","2","065","PVM","N","F","88870","TRIMEL","Trichothraupis melanops","","0","2","0","0","0","2","5","N","DCB","P","M","P","0","N","82","21.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","LIA3","2020-10-09","10","065","PVM","N","F","88871","TRIMEL","Trichothraupis melanops","","0","2","0","0","0","1","5","N","DCB","P","M","P","0","N","82","21.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46","LIA3","2020-10-09","4","075","PVM","N","F","88872","TACCOR","Tachyphonus coronatus","","0","3","0","0","0","2","5","N","MFCF","P","M","P","0","N","78","26","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47","LIA3","2020-10-09","4","075","PVM","N","F","88873","TACCOR","Tachyphonus coronatus","","0","3","0","0","0","2","5","N","MFCF","O","M","P","0","N","79","26.3","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48","LIA1","2020-10-03","9","065","PVM","N","G","148417","ANAFUS","Anabazenops fuscus","","0","1","0","0","0","1","5","N","MFCF","P","U","U","0","N","94","36.4","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49","LIA7","2020-10-04","2","065","PVM","N","G","148418","HABRUB","Habia rubica","","0","0","0","0","0","1","5","N","MFCF","P","F","P","0","N","91","35.3","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50","LIA5","2020-10-05","3","091","PVM","N","G","148419","TURALB","Turdus albicollis","","0","3","0","0","0","3","5","N","DCB","P","M","R","0","N","111","60.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","LIA8","2020-10-08","3","064","PVM","N","G","148420","FURRUF","Furnarius rufus","","0","0","0","0","0","3","5","N","MFCF","O","U","U","0","N","92","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","LIA8","2020-10-08","4","071","PVM","N","G","148421","RAMBRE","Ramphocelus bresilius","ALGUMAS PENAS AVERMELHADAS PELO CORPO; SUSPEITO FEMEA","0","0","0","0","2","2","5","N","MFPF","P","U","U","2","N","80","NA","","","","","S23C","","","PONTIAGUDA","AVERMELHADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","LIA8","2020-10-08","3","073","PVM","N","G","148422","GNOCHO","Gnorimopsar chopi","suspeita limite de muda G","0","0","0","0","U","2","5","U","MFCF","O","U","U","0","N","100","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","LIA8","2020-10-08","3","073","PVM","N","G","148423","GNOCHO","Gnorimopsar chopi","","0","0","0","0","0","1","5","N","MFCF","O","U","U","0","N","98","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","LIA3","2020-10-09","10","062","PVM","N","G","148424","PYRLEU","Pyriglena leucoptera","","2","0","0","0","0","2","5","N","DCB","P","F","P","0","N","73","27.3","","","","","","","","","VERMELHO-VIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56","LIA3","2020-10-09","8","065","PVM","N","G","148425","TURALB","Turdus albicollis","","0","2","0","0","0","2","5","N","DCB","P","M","R","0","N","111","58.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","LIA1","2020-10-03","2","063","PVM","N","H","143407","TURALB","Turdus albicollis","","0","3","0","0","1","3","5","G","FCF","L","M","R","0","N","105","53.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58","LIA6","2020-10-03","1","072","PVM","N","H","143408","TURRUF","Turdus rufiventris","","0","3","0","0","0","1","5","N","DCB","P","M","R","0","N","118","72.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59","LIA1","2020-10-03","10","075","PVM","N","H","143409","TURALB","Turdus albicollis","","3","0","0","0","1","2","5","M","FCF","L","F","R","0","N","110","70.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60","LIA7","2020-10-04","3","101","PVM","N","H","143410","TURALB","Turdus albicollis","individuo estava bem mas teve um espasmo parecendo ter morrido. Apos alguns segundos voltou a respirar.","0","2","0","0","0","1","NA","N","DCB","P","M","R","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","LIA1","2020-10-03","10","065","PVM","N","D","175826","XIPFUS","Xiphorhynchus fuscus","","0","1","0","0","0","2","5","N","MFCF","P","U","U","0","N","81","21.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","LIA5","2020-10-05","3","074","PVM","N","H","143411","TURALB","Turdus albicollis","","0","3","0","0","0","2","5","N","DCB","P","M","R","0","N","115","60.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63","LIA1","2020-10-03","4","082","PVM","N","D","175825","DYSMEN","Dysithamnus mentalis","","0","1","0","0","0","1","5","N","DCB","P","M","P","0","N","58","12.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","LIA8","2020-10-08","4","074","PVM","N","H","143412","COLTAL","Columbina talpacoti","","0","0","0","0","2","1","U","N","MFCF","P","U","U","0","N","88","NA","","","","","PD6C","","","","VERMELHO-VIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65","LIA1","2020-10-03","9","102","PVM","N","M","35410","BARRUF","Baryphthengus ruficapillus","","1","0","0","0","0","2","5","N","MFCF","O","U","U","0","N","149","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","LIA1","2020-10-03","3","102","PVM","N","D","175824","LEPAMA","Leptopogon amaurocephalus","TARSO DIREITO COM LESAO OSSIFICADA, OSSIFICACAO DO CRANIO ASSIMETRICA","0","2","0","0","0","1","4","N","MFCF","O","M","R","0","N","66","12.5","","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","LIA2","2020-10-07","3","110","PVM","N","M","35411","GEOMON","Geotrygon montana","","0","0","3","0","0","1","5","N","DCB","P","F","P","0","N","145","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68","LIA7","2020-10-04","1","065","PVM","N","D","175823","RHOGUL","Rhopias gularis","","1","1","0","0","0","1","5","N","DCB","P","M","P","0","N","54","12.9","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69","LIA8","2020-10-08","1","063","PVM","N","J","66354","MIMSAT","Mimus saturninus","","0","1","0","0","0","1","5","N","MFCF","O","U","U","0","N","107","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70","LIA7","2020-10-04","2","072","PVM","N","D","175822","MIORUF","Mionectes rufiventris","","0","1","0","0","0","2","2","N","MFCF","P","U","U","0","N","68","12.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71","LIA7","2020-10-04","2","101","PVM","N","D","175821","MIORUF","Mionectes rufiventris","","2","0","0","2","0","1","3","N","MFCF","P","F","R","0","N","59","12.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72","LIA5","2020-10-05","6","061","PVM","N","D","175820","HYLPOI","Hylophilus poicilotis","","1","0","0","0","0","1","5","N","DCB","P","U","U","0","N","54","11.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73","LIA6","2020-10-03","1","072","PVM","N","C","134127","ILIMIL","Ilicura militaris","penas avermelhadas nas costas, suspeita macho","0","0","0","0","1","1","3","G","FCF","L","U","U","2","N","58","11.8","","","","","","","","","LARANJA-CLARO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74","LIA5","2020-10-05","2","064","PVM","N","D","175819","DYSMEN","Dysithamnus mentalis","","1","2","0","0","0","1","5","N","DCB","P","M","R","0","N","60","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75","LIA1","2020-10-03","10","075","PVM","N","C","134128","BASCUL","Basileuterus culicivorus","suspeito lm=a","0","3","0","0","U","3","5","U","MFCF","O","M","R","0","N","54","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76","LIA2","2020-10-07","3","081","PVM","N","D","175818","DYSMEN","Dysithamnus mentalis","SUSPEITO FEMEA PELO TAMANHO DA PLACA","3","0","0","0","0","1","5","N","DCB","P","U","U","0","N","55","12.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77","LIA1","2020-10-03","1","092","PVM","N","C","134129","MYIATR","Myiobius atricaudus","","1","0","0","0","0","2","5","N","MFCF","P","U","U","0","N","64","11.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78","LIA6","2020-10-03","1","092","PVM","N","C","134130","MYIATR","Myiobius atricaudus","liberado por sinais de estresse","0","0","0","0","0","1","NA","N","UCU","U","U","U","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79","LIA3","2020-10-09","2","075","PVM","N","C","134147","HEMOBS","Hemitriccus obsoletus","","1","0","0","0","0","1","3","N","MFCF","P","U","U","0","N","56","11.4","","Y","","","","","","","VERMELHO-ESCURO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80","LIA6","2020-10-03","3","095","PVM","N","C","134131","BASCUL","Basileuterus culicivorus","","0","3","0","0","0","1","5","N","DCB","P","M","R","0","N","56","10.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81","LIA7","2020-10-04","10","072","PVM","N","C","134132","MYIATR","Myiobius atricaudus","","1","0","0","0","0","1","5","N","MFCF","O","U","U","0","N","65","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82","LIA7","2020-10-04","7","083","PVM","N","C","134133","SITGRI","Sittasomus griseicapillus","","0","3","0","0","0","2","5","N","MFCF","O","M","R","0","N","79","14.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83","LIA3","2020-10-09","1","081","PVM","N","C","134148","MYIATR","Myiobius atricaudus","","0","0","0","0","0","2","5","N","MFCF","O","U","U","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
