"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"2811","BOA1","2023-05-25","1","094","AHS","U","U","9999","ILIMIL","Ilicura militaris","Encontrado em óbito por AYR na rede antes de iniciar extração. Animal se encontrava no bolso inferior da rede, na parte mais próxima à BOA2, porem sem contato com o chão. Não foram encontradas penas próximas à rede, nem sinais de predação no corpo do","0","0","0","2","1","2","NA","G","FCF","L","U","U","0","X","59","12.7","","","","","","","","","PALEORANGE","","","","","","","OA66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2812","BOA1","2023-05-25","6","094","NIA","U","U","9999","TRIMEL","Trichothraupis melanops","Escapou na rede","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2813","BOA1","2023-05-25","13","064","NIA","R","C","134170","RHOGUL","Rhopias gularis","","0","0","1","0","1","1","5","G","FCF","L","U","U","0","N","50","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2814","BOA1","2023-05-25","6","070","TMA","R","E","168677","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","1","1","5","G","FCF","L","U","U","0","N","77","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2815","BOA1","2023-05-25","12","074","AYR","R","H","118076","TURALB","Turdus albicollis","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","114","59.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2816","BOA1","2023-05-25","13","074","VAG","R","2D","00999","DRYOCH","Drymophila ochropyga","","0","0","1","0","0","1","5","N","DPB","P","M","P","2","N","55","11.5","","O","","","S6C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2817","BOA3","2023-04-27","16","115","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","0","2","NA","N","MFCF","P","U","U","0","N","61","5.1","0","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2818","BOA1","2023-05-25","12","083","NIA","R","E","127733","CONLIN","Conopophaga lineata","","0","0","0","0","0","1","5","N","DPB","O","F","P","2","N","70","20.8","","P","","","S4C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2819","BOA1","2023-05-25","3","085","NIA","R","F","44757","TACCOR","Tachyphonus coronatus","","0","0","0","0","0","1","5","N","MFCF","P","F","P","0","N","83","26.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2820","BOA1","2023-05-25","12","091","TMA","R","C","43862","ILIMIL","Ilicura militaris","","0","0","2","0","0","1","3","N","DPB","P","F","P","0","N","61","13.3","","","","","","","","","BROWNISHORANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2821","BOA1","2023-05-25","12","094","NIA","R","C","103240","PLAMYS","Platyrinchus mystaceus","","0","0","0","0","0","1","5","N","DCB","P","M","P","0","N","55","9.7","","","","","","","","","","","","","","yellow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2822","BOA1","2023-05-25","12","112","DSS","R","F","84502","CHICAU","Chiroxiphia caudata","Escapou antes de finalizar processamento.

Inicio de máscara preta","0","0","0","1","1","1","NA","G","FCF","L","M","P","0","N","NA","NA","","","","","","","","","","","","","","orange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2823","BOA1","2023-05-24","6","094","DSS","U","U","9999","HAPUNI","Haplospiza unicolor","","0","0","0","0","1","2","2","G","FCF","L","U","U","0","N","62","13.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2824","BOA1","2023-05-24","2","094","DSS","U","U","9999","AMAVER","Amazilia versicolor","","0","0","0","0","1","2","NA","P","FPF","P","U","U","1","N","49","NA","0","L","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2825","BOA1","2023-05-25","12","091","TMA","N","E","195680","EUPPEC","Euphonia pectoralis","","0","0","2","0","0","1","3","N","MFPF","P","F","P","0","N","61","15.1","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2826","BOA1","2023-05-24","17","094","DSS","N","F","84517","LEPSQU","Lepidocolaptes squamatus","","0","0","1","0","0","1","5","N","MFCF","O","U","U","0","N","98","30.2","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2827","BOA1","2023-05-24","5","101","DSS","N","F","84518","TRIMEL","Trichothraupis melanops","","0","0","0","0","1","2","5","G","MFCF","L","U","U","0","N","82","22.5","","","","","","","","INTERMEDIARIA","","","","","","PALEYELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2828","BOA3","2023-06-02","1","065","TMA","R","F","84506","PYRLEU","Pyriglena leucoptera","","0","0","1","0","1","2","5","G","FCF","L","M","P","0","N","76","34.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2829","BOA3","2023-06-02","20","063","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","0","1","NA","N","MFCF","P","U","U","0","N","59","NA","40","B","67","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2830","BOA1","2023-05-24","20","074","AYR","N","J","66375","GEOMON","Geotrygon montana","","0","0","0","0","1","2","U","P","MFCF","L","F","P","0","N","139","105.6","","","","","","S","","","PALEBROWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2831","BOA3","2023-06-02","4","071","NIA","U","U","9999","LEUALB","Leucochloris albicollis","","0","0","1","0","U","2","NA","U","MFCF","B","U","U","0","N","56","5.5","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2832","BOA1","2023-05-24","7","074","VAG","N","D","169819","NEOCHR","Neopelma chrysolophum","","0","0","0","1","1","1","2","G","FCF","O","U","U","0","N","64","13.1","","L","","","","","","","","","","","Palebrown","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2833","BOA3","2023-06-02","20","065","NIA","R","D","175815","COEFLA","Coereba flaveola","","0","0","0","0","0","2","5","N","MFCF","P","U","U","0","N","60","10.1","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2834","BOA1","2023-05-24","13","080","DSS","N","D","169820","NEOCHR","Neopelma chrysolophum","","0","0","0","1","0","1","5","N","MFCF","O","U","U","0","N","63","13.2","","","","","","","","","Palebrown","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2835","BOA3","2023-06-02","13","092","AYR","R","D","169803","NEOCHR","Neopelma chrysolophum","","0","0","0","0","0","1","5","N","DCB","P","M","P","0","N","65","12.8","","O","","","","","","TRUNCADA","lightbrown","","","","","yellowshorange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2836","BOA1","2023-05-24","3","105","AYR","N","D","169821","ILIMIL","Ilicura militaris","","0","0","0","1","1","1","3","G","FCF","L","U","U","0","N","60","12.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2837","BOA3","2023-06-02","3","074","AYR","N","D","169822","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","1","1","5","G","FCF","L","U","U","0","N","62","14.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2838","BOA3","2023-06-02","8","074","TMA","U","U","9999","THAGLA","Thalurania glaucopis","R5= 51","0","0","0","0","0","1","NA","N","MFCF","B","M","P","0","N","61","5.1","0","P","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2839","BOA3","2023-06-02","7","094","NIA","R","C","43883","BASCUL","Basileuterus culicivorus","","0","0","0","0","U","1","5","U","MFCF","P","U","U","0","N","59","8.9","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2840","BOA3","2023-06-02","1","065","AYR","N","G","55655","PYRLEU","Pyriglena leucoptera","","0","0","0","2","1","2","5","G","FCF","L","M","P","0","N","77","32.9","","","","","","S","","","DARKRED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2841","BOA3","2023-06-02","6","080","NIA","N","D","169823","BASCUL","Basileuterus culicivorus","","0","0","0","0","U","1","5","U","MFCF","P","U","U","0","N","60","10.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2842","BOA3","2023-06-02","16","074","AYR","U","U","9999","LEUALB","Leucochloris albicollis","Falha de crescimento alinhada nas rectrizes","0","0","0","2","1","0","NA","P","FCF","L","U","U","0","N","62","NA","15","B","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2843","BOA3","2023-06-02","16","113","NIA","R","D","100863","NEOCHR","Neopelma chrysolophum","","0","0","0","1","0","1","5","N","DCB","P","U","U","0","N","65","13","","O","","","","","","","lightbrown","","","","","yellow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2844","BOA3","2023-06-02","15","113","TMA","R","H","112497","TURALB","Turdus albicollis","","0","0","0","0","1","1","3","G","FCF","L","U","U","0","N","110","74.9","","O","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2845","BOA1","2023-05-24","14","080","DSS","N","E","195677","CHICAU","Chiroxiphia caudata","cranio con mucha caspa","0","0","0","1","1","1","U","G","FCF","P","U","U","0","N","72","23.3","","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2846","BOA1","2023-05-24","6","083","DSS","N","E","195678","CHICAU","Chiroxiphia caudata","","0","0","0","0","1","2","5","G","FCF","L","U","U","0","N","72","23.7","","P","","","","","","","","","","","","ORANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2847","BOA1","2023-05-24","4","074","NIA","N","E","195629","HAPUNI","Haplospiza unicolor","","0","0","0","0","0","1","3","N","MFCF","P","M","P","0","N","61","0","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2848","BOA1","2023-05-25","12","916","TMA","N","E","195680","EUPPEC","Euphonia pectoralis","","0","0","2","0","0","1","3","N","MFPF","P","F","P","0","N","61","15.1","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2849","BOA3","2023-06-02","10","094","TMA","N","E","195681","CHICAU","Chiroxiphia caudata","","0","0","3","0","1","2","2","N","FPF","P","M","P","0","N","72","23.3","","O","52","44","","","","","","","","","","ORANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2850","BOA3","2023-06-02","19","110","AYR","N","E","195682","TANDES","Tangara desmaresti","tomado garrapato 186, foi para hotbox, fico 10 min aprox, escapo de hotbox brincando sin vuelo","0","0","1","0","1","1","5","G","FCF","L","U","U","0","E","69","17.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2851","BOA3","2023-06-02","5","083","TMA","N","F","84520","TRIMEL","Trichothraupis melanops","garrapata 185","0","0","0","0","1","1","2","G","FCF","O","M","P","0","N","79","20.4","","L","","","","","","PONTIAGUDA","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2852","BOA3","2023-06-02","2","080","TMA","U","U","9999","HELRUB","Heliodoxa rubricauda","suspeita femea
R5= 35","0","0","1","0","U","1","NA","U","MFCF","B","U","U","0","N","76","7.1","0","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2853","BOA3","2023-06-02","10","083","DSS","U","U","9999","AMAVER","Amazilia versicolor","","0","0","0","0","0","3","NA","N","MFCF","B","U","U","0","N","52","4.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2854","BOA3","2023-06-02","2","083","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","U","2","NA","U","MFCF","B","U","U","0","N","55","NA","0","","68","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2855","BOA3","2023-06-02","1","092","AYR","U","U","9999","THAGLA","Thalurania glaucopis","Escapou antes das medidas de asa e peso.","0","0","0","0","1","2","NA","G","FCF","B","M","P","0","N","NA","NA","30","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2856","BOA2","2023-04-06","1","093","AYR","U","U","9999","ELASPP","Elaenia sp.","Comissura labial retida. Interior da boca laranja.
Barra e falha de crescimento aparente nas rectrizes
Narina - Ponta do bico= 0,61
CT total Cabeça = 3,05
","0","0","0","1","1","1","3","G","FCF","L","U","U","0","N","76","18.8","","O","60","","","","","PONTIAGUDA","DARKBROWN","","","","","","","","144","","","","","","","0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2857","BOA3","2023-06-03","18","070","NIA","R","E","128944","TACCOR","Tachyphonus coronatus","muestra garrapato 187","0","0","0","0","0","1","5","N","MFCF","P","M","P","0","N","81","25.4","","O","","","","","","","","","","","","ORANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2858","BOA3","2023-06-03","2","072","TMA","R","F","84506","PYRLEU","Pyriglena leucoptera","","0","0","0","3","1","2","5","G","MFCF","L","M","P","0","N","75","32.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2859","BOA3","2023-06-03","6","092","TMA","R","D","132396","TROMUS","Troglodytes musculus","muestra de garrapato 189","0","0","1","0","U","1","5","U","MFCF","O","U","U","0","N","50","13.4","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2860","BOA3","2023-06-03","1","101","NIA","R","F","50235","PYRLEU","Pyriglena leucoptera","","0","0","0","4","0","1","5","U","MFCF","P","F","P","0","N","76","28.9","","O","","","","","","INTERMEDIARIA","palered","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2861","BOA3","2023-06-03","16","104","AYR","R","H","118099","TURALB","Turdus albicollis","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","144","59.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2862","BOA3","2023-06-03","5","072","VAG","N","C","110622","SITGRI","Sittasomus griseicapillus","","0","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","73","12.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2863","BOA3","2023-06-03","2","072","AYR","N","C","110623","ILIMIL","Ilicura militaris","CARRAPATO 188
M COBERTEIRAS FORMATIVAS
G COBERTEIRAS JUVENIS
ESTRESSADO. FICOU 20 MIN NA HOT BOX","0","0","2","0","0","1","2","N","FPF","P","U","U","0","E","60","12.1","","","","","","","","","LIGHTBROWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2864","BOA3","2023-06-03","2","104","DSS","N","F","84521","TACCOR","Tachyphonus coronatus","","0","0","0","1","0","1","5","N","MFCF","P","F","P","0","N","82","27.5","","O","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2865","BOA2","2023-06-05","13","091","NIA","N","F","84522","TACCOR","Tachyphonus coronatus","CARRAPATO 194","0","0","1","1","0","1","5","N","MFCF","P","M","P","0","N","84","29.1","","","","","","","","","","","","","","ORANGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2866","BOA3","2023-06-03","18","072","AYR","N","U","9999","THAGLA","Thalurania glaucopis","R5=48","0","0","0","0","0","0","NA","N","MFCF","P","M","P","0","N","57","5","10","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2867","BOA2","2023-06-05","20","105","TMA","N","F","84523","TACCOR","Tachyphonus coronatus","","0","0","0","1","0","1","5","N","MFCF","P","F","P","0","N","79","27.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2868","BOA3","2023-06-03","18","111","NIA","R","G","55652","PYRLEU","Pyriglena leucoptera","","0","0","0","3","1","1","5","G","FCF","L","M","P","0","N","73","29.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2869","BOA3","2023-06-03","4","074","VAG","U","U","9999","THAGLA","Thalurania glaucopis","Liberado na rede por inicio de sinais de estresse.","NA","NA","NA","NA","NA","NA","NA","NA","MFPF","B","F","P","NA","N","NA","NA","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2870","BOA3","2023-06-03","2","111","TMA","R","F","68652","TACCOR","Tachyphonus coronatus","garrapato 191","0","0","0","0","0","1","5","N","MFCF","O","F","P","0","N","79","24.8","","P","","","","","","INTERMEDIARIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2871","BOA3","2023-06-03","18","080","NIA","U","U","9999","THAGLA","Thalurania glaucopis","Escapou na rede.","NA","NA","NA","NA","NA","NA","NA","NA","UUU","U","F","P","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2872","BOA2","2023-06-05","12","080","TMA","R","2D","00918","XIPFUS","Xiphorhynchus fuscus","muestra garrapato 193","0","0","0","1","0","1","5","N","MFCF","P","U","U","0","N","81","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2873","BOA2","2023-06-05","12","105","DSS","N","F","84524","ARRSEM","Arremon semitorquatus","","0","0","2","0","0","0","5","N","DPB","P","F","P","2","N","70","25.6","","O","","","P6101C57451C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2874","BOA2","2023-06-05","9","091","TMA","R","C","43860","PLAMYS","Platyrinchus mystaceus","","0","0","1","0","0","1","5","N","DCB","P","F","P","0","N","51","8.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2875","BOA3","2023-06-03","19","080","VAG","U","U","9999","THAGLA","Thalurania glaucopis","","0","0","2","0","U","1","NA","U","MFPF","B","F","P","0","N","54","4.1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2876","BOA2","2023-06-05","8","105","NIA","R","E","128735","XIPFUS","Xiphorhynchus fuscus","","0","0","0","2","0","1","5","N","MFCF","P","U","U","0","N","76","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2877","BOA2","2023-06-05","12","105","NIA","N","F","84525","ARRSEM","Arremon semitorquatus","","0","0","0","0","0","0","5","N","DCB","P","M","P","0","N","76","28.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2878","BOA2","2023-06-05","1","110","DSS","N","F","84526","TRIMEL","Trichothraupis melanops","INICIO DE MÁSCARA PRETA
CARRAPATO 195","0","0","0","0","0","2","5","N","DCB","P","M","P","0","N","81","23.6","","O","","","","","","","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2879","BOA3","2023-06-03","12","104","NIA","U","U","9999","THAGLA","Thalurania glaucopis","r5=28","0","0","0","0","0","1","NA","N","MFCF","P","M","P","0","N","61","NA","5","B","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2880","BOA2","2023-06-05","1","110","AYR","N","F","84527","TRIMEL","Trichothraupis melanops","CARRAPATO 196","0","0","0","0","0","1","5","N","DCB","P","F","P","0","N","80","21.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2881","BOA3","2023-06-03","8","101","AYR","U","U","9999","HELRUB","Heliodoxa rubricauda","P1d quebrada","0","0","1","0","0","1","NA","N","MFCF","P","F","P","0","N","68","6.9","0","B","","","","","","","","","","","","","","","","","","","","","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2882","BOA2","2023-06-06","18","065","AYR","R","E","128960","TRIMEL","Trichothraupis melanops","","0","0","0","0","0","0","5","N","DCB","P","F","P","0","N","80","21","","O","","","","","","TRUNCADA","","","","","","washedyellow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2883","BOA2","2023-06-06","9","071","NIA","R","D","169812","XIPFUS","Xiphorhynchus fuscus","","0","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","83","19.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2884","BOA2","2023-06-05","20","065","DSS","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","U","1","NA","U","MFCF","B","U","U","0","N","63","5.7","0","","65","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2885","BOA2","2023-06-06","11","073","NIA","R","E","128918","SYNCIN","Synallaxis cinerascens","","0","0","0","0","0","1","3","N","MFCF","P","U","U","0","N","56","14.8","","","","","","","","","orangishbrown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2886","BOA2","2023-06-06","2","075","AYR","R","C","43882","PLAMYS","Platyrinchus mystaceus","escapo antes de tomar asa y peso","0","0","0","0","0","1","0","N","DCB","P","M","P","0","N","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2887","BOA2","2023-06-05","20","071","TMA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","0","0","0","1","NA","N","DCB","P","U","U","0","N","58","5.1","5","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2888","BOA2","2023-06-06","5","083","NIA","R","E","195675","SYNRUF","Synallaxis ruficapilla","","0","0","1","1","0","1","3","N","MFCF","P","U","U","0","N","57","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2889","BOA2","2023-06-06","6","083","TMA","R","D","175806","DYSMEN","Dysithamnus mentalis","garrapato 200","0","0","0","0","0","1","5","N","DCB","P","M","P","0","N","60","12.4","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
